yyyymm,Index,D12,E12,bm,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
191504,8.14,0.4233,0.64,NaN,NaN,NaN,NaN,NaN,NaN,0.002337655,0.0100168,NaN,NaN,0.001695098,NaN,NaN,NaN
191505,7.95,0.4242,0.67,NaN,NaN,NaN,NaN,NaN,NaN,0.002381826,0.0033168,NaN,NaN,0.004928581,NaN,NaN,NaN
191506,8.04,0.425,0.7,NaN,NaN,NaN,NaN,NaN,NaN,0.002330292,0.0033058,NaN,NaN,0.00168018,NaN,NaN,NaN
191507,8.01,0.4258,0.73,NaN,NaN,NaN,NaN,NaN,NaN,0.002035764,0,NaN,NaN,0.001253661,NaN,NaN,NaN
191508,8.35,0.4267,0.76,NaN,NaN,NaN,NaN,NaN,NaN,0.002241943,0,NaN,NaN,0.001811519,NaN,NaN,NaN
191509,8.66,0.4275,0.79,NaN,NaN,NaN,NaN,NaN,NaN,0.002057857,0.0032949,NaN,NaN,0.000937517,NaN,NaN,NaN
191510,9.14,0.4283,0.82,NaN,NaN,NaN,NaN,NaN,NaN,0.002013671,0.00982,NaN,NaN,0.001552552,NaN,NaN,NaN
191511,9.46,0.4292,0.85,NaN,NaN,NaN,NaN,NaN,NaN,0.001844274,0.0064935,NaN,NaN,0.00099121,NaN,NaN,NaN
191512,9.48,0.43,0.88,NaN,NaN,NaN,NaN,NaN,NaN,0.001917928,0.003231,NaN,NaN,0.001190728,NaN,NaN,NaN
191601,9.33,0.4408,0.9342,NaN,NaN,NaN,NaN,NaN,NaN,0.001940023,0.0096309,NaN,NaN,0.001387974,NaN,NaN,NaN
191602,9.2,0.4517,0.9883,NaN,NaN,NaN,NaN,NaN,NaN,0.001940023,0,NaN,NaN,0.001124161,NaN,NaN,NaN
191603,9.17,0.4625,1.042,NaN,NaN,NaN,NaN,NaN,NaN,0.001940023,0.009539,NaN,NaN,0.000794268,NaN,NaN,NaN
191604,9.07,0.4733,1.097,NaN,NaN,NaN,NaN,NaN,NaN,0.001940023,0.0094489,NaN,NaN,0.001867594,NaN,NaN,NaN
191605,9.27,0.4842,1.151,NaN,NaN,NaN,NaN,NaN,NaN,0.001940023,0.0031299,NaN,NaN,0.00101906,NaN,NaN,NaN
191606,9.36,0.495,1.205,NaN,NaN,NaN,NaN,NaN,NaN,0.002308206,0.0124225,NaN,NaN,0.001110702,NaN,NaN,NaN
191607,9.23,0.5058,1.259,NaN,NaN,NaN,NaN,NaN,NaN,0.002565853,0,NaN,NaN,0.000532631,NaN,NaN,NaN
191608,9.3,0.5167,1.313,NaN,NaN,NaN,NaN,NaN,NaN,0.002381826,0.0122701,NaN,NaN,0.001006444,NaN,NaN,NaN
191609,9.68,0.5275,1.368,NaN,NaN,NaN,NaN,NaN,NaN,0.002131495,0.0181274,NaN,NaN,0.000763301,NaN,NaN,NaN
191610,9.98,0.5383,1.422,NaN,NaN,NaN,NaN,NaN,NaN,0.002131495,0.0119049,NaN,NaN,0.001630922,NaN,NaN,NaN
191611,10.21,0.5492,1.476,NaN,NaN,NaN,NaN,NaN,NaN,0.002212491,0.0175958,NaN,NaN,0.000813216,NaN,NaN,NaN
191612,9.8,0.56,1.53,NaN,NaN,NaN,NaN,NaN,NaN,0.002521689,0.0057971,NaN,NaN,0.005782203,NaN,NaN,NaN
191701,9.57,0.5708,1.509,NaN,NaN,NaN,NaN,NaN,NaN,0.002256668,0.0114944,NaN,NaN,0.001501233,NaN,NaN,NaN
191702,9.03,0.5817,1.488,NaN,NaN,NaN,NaN,NaN,NaN,0.002654174,0.0225998,NaN,NaN,0.004515917,NaN,NaN,NaN
191703,9.31,0.5925,1.468,NaN,NaN,NaN,NaN,NaN,NaN,0.002676253,0.005571,NaN,NaN,0.001459427,NaN,NaN,NaN
191704,9.17,0.6033,1.447,NaN,NaN,NaN,NaN,NaN,NaN,0.002793999,0.0434851,NaN,NaN,0.001520615,NaN,NaN,NaN
191705,8.86,0.6142,1.426,NaN,NaN,NaN,NaN,NaN,NaN,0.003198647,0.0210534,NaN,NaN,0.001922813,NaN,NaN,NaN
191706,9.04,0.625,1.405,NaN,NaN,NaN,NaN,NaN,NaN,0.003323686,0.0103628,NaN,NaN,0.000842747,NaN,NaN,NaN
191707,8.79,0.6358,1.384,NaN,NaN,NaN,NaN,NaN,NaN,0.003088304,-0.0103628,NaN,NaN,0.000944373,NaN,NaN,NaN
191708,8.53,0.6467,1.363,NaN,NaN,NaN,NaN,NaN,NaN,0.003169223,0.0155042,NaN,NaN,0.00136557,NaN,NaN,NaN
191709,8.12,0.6575,1.343,NaN,NaN,NaN,NaN,NaN,NaN,0.003456064,0.0177895,NaN,NaN,0.00293442,NaN,NaN,NaN
191710,7.68,0.6683,1.322,NaN,NaN,NaN,NaN,NaN,NaN,0.00360313,0.0174786,NaN,NaN,0.00413106,NaN,NaN,NaN
191711,7.04,0.6792,1.301,NaN,NaN,NaN,NaN,NaN,NaN,0.003647246,0.0024722,NaN,NaN,0.005545706,NaN,NaN,NaN
191712,6.8,0.69,1.28,NaN,NaN,NaN,NaN,NaN,NaN,0.00369136,0.0122701,NaN,NaN,0.008877688,NaN,NaN,NaN
191801,7.21,0.68,1.256,NaN,NaN,NaN,NaN,NaN,NaN,0.003742823,0.0193243,NaN,NaN,0.002285453,NaN,NaN,NaN
191802,7.43,0.67,1.232,NaN,NaN,NaN,NaN,NaN,NaN,0.003823689,0.0095239,NaN,NaN,0.001056972,NaN,NaN,NaN
191803,7.28,0.66,1.208,NaN,NaN,NaN,NaN,NaN,NaN,0.003970701,-0.0047506,NaN,NaN,0.001353941,NaN,NaN,NaN
191804,7.21,0.65,1.183,NaN,NaN,NaN,NaN,NaN,NaN,0.003992751,0.0118345,NaN,NaN,0.001130904,NaN,NaN,NaN
191805,7.44,0.64,1.159,NaN,NaN,NaN,NaN,NaN,NaN,0.003970701,0.0186486,NaN,NaN,0.001464058,NaN,NaN,NaN
191806,7.45,0.63,1.135,NaN,NaN,NaN,NaN,NaN,NaN,0.003970701,0.0183071,NaN,NaN,0.000552491,NaN,NaN,NaN
191807,7.51,0.62,1.111,NaN,NaN,NaN,NaN,NaN,NaN,0.003970701,0.0246373,NaN,NaN,0.000740105,NaN,NaN,NaN
191808,7.58,0.61,1.087,NaN,NaN,NaN,NaN,NaN,NaN,0.0040148,0.0175443,NaN,NaN,0.000409932,NaN,NaN,NaN
191809,7.54,0.6,1.063,NaN,NaN,NaN,NaN,NaN,NaN,0.004058898,0.0236316,NaN,NaN,0.000902385,NaN,NaN,NaN
191810,7.86,0.59,1.038,NaN,NaN,NaN,NaN,NaN,NaN,0.004058898,0.0168425,NaN,NaN,0.001990785,NaN,NaN,NaN
191811,8.06,0.58,1.014,NaN,NaN,NaN,NaN,NaN,NaN,0.004036849,0.0165635,NaN,NaN,0.002384932,NaN,NaN,NaN
191812,7.9,0.57,0.99,NaN,NaN,NaN,NaN,NaN,NaN,0.003919249,0.0142714,NaN,NaN,0.001089301,NaN,NaN,NaN
191901,7.85,0.5667,0.985,NaN,NaN,0.0535,0.0712,0.0463,NaN,0.00350754,0.0020222,NaN,NaN,0.000765819,NaN,NaN,NaN
191902,7.88,0.5633,0.98,NaN,NaN,0.0535,0.072,0.047,NaN,0.003456064,-0.0224729,NaN,NaN,0.000646295,NaN,NaN,NaN
191903,8.12,0.56,0.975,NaN,NaN,0.0539,0.0715,0.0473,NaN,0.00360313,0.0123205,NaN,NaN,0.001158994,NaN,NaN,NaN
191904,8.39,0.5567,0.97,NaN,NaN,0.0544,0.0723,0.0472,NaN,0.00360313,0.0182007,NaN,NaN,0.000536195,NaN,NaN,NaN
191905,8.97,0.5533,0.965,NaN,NaN,0.0539,0.0709,0.0467,NaN,0.00360313,0.0139306,NaN,NaN,0.001189427,NaN,NaN,NaN
191906,9.21,0.55,0.96,NaN,NaN,0.054,0.0704,0.0469,NaN,0.003713416,0.0019743,NaN,NaN,0.003037427,NaN,NaN,NaN
191907,9.51,0.5467,0.955,NaN,NaN,0.0544,0.0706,0.0472,NaN,0.003639893,0.027239,NaN,NaN,0.001447014,NaN,NaN,NaN
191908,8.87,0.5433,0.95,NaN,NaN,0.0556,0.0713,0.0478,NaN,0.00360313,0.017127,NaN,NaN,0.006089296,NaN,NaN,NaN
191909,9.01,0.54,0.945,NaN,NaN,0.056,0.0727,0.0473,NaN,0.00360313,0.0056444,NaN,NaN,0.00123359,NaN,NaN,NaN
191910,9.47,0.5367,0.94,NaN,NaN,0.0554,0.0734,0.0471,NaN,0.00360313,0.0167446,NaN,NaN,0.002016863,NaN,NaN,NaN
191911,9.19,0.5333,0.935,NaN,NaN,0.0566,0.0754,0.0481,NaN,0.00369136,0.0237021,NaN,NaN,0.003919997,NaN,NaN,NaN
191912,8.92,0.53,0.93,NaN,NaN,0.0573,0.0777,0.049,NaN,0.003970701,0.0213912,NaN,NaN,0.002499875,NaN,NaN,NaN
192001,8.83,0.5283,0.9192,NaN,NaN,0.0575,0.0778,0.0493,NaN,0.003742986,0.0192146,NaN,NaN,0.00135571,NaN,NaN,NaN
192002,8.1,0.5267,0.9083,NaN,0.045,0.0586,0.0794,0.0505,NaN,0.003742986,0.012038,NaN,NaN,0.00611719,NaN,NaN,NaN
192003,8.67,0.525,0.8975,NaN,0.0475,0.0592,0.0797,0.0509,NaN,0.00395052,0.0102042,NaN,NaN,0.003186712,NaN,NaN,NaN
192004,8.6,0.5233,0.8867,NaN,0.0525,0.0604,0.0817,0.0528,NaN,0.004365458,0.0283589,NaN,NaN,0.003639693,NaN,NaN,NaN
192005,8.06,0.5217,0.8758,NaN,0.055,0.0625,0.0839,0.0558,NaN,0.004572862,0.0163136,NaN,NaN,0.002850821,NaN,NaN,NaN
192006,7.92,0.52,0.865,NaN,0.0575,0.0638,0.0839,0.0554,NaN,0.004780223,0.0144581,NaN,NaN,0.000921274,NaN,NaN,NaN
192007,7.91,0.5183,0.8542,NaN,0.0581,0.0634,0.0852,0.0557,NaN,0.004829984,-0.0064,NaN,NaN,0.001419212,NaN,NaN,NaN
192008,7.6,0.5167,0.8433,NaN,0.0583,0.063,0.0839,0.0567,NaN,0.00484657,-0.0260177,NaN,NaN,0.001554946,NaN,NaN,NaN
192009,7.87,0.515,0.8325,NaN,0.0581,0.0622,0.0814,0.0543,NaN,0.004829984,-0.0115991,NaN,NaN,0.001305639,NaN,NaN,NaN
192010,7.88,0.5133,0.8217,NaN,0.0575,0.0605,0.0799,0.0508,NaN,0.004780223,-0.0050125,NaN,NaN,0.000940992,NaN,NaN,NaN
192011,7.48,0.5117,0.8108,NaN,0.0575,0.0608,0.0821,0.0521,NaN,0.004780223,-0.0067227,NaN,NaN,0.004787872,NaN,NaN,NaN
192012,6.81,0.51,0.8,NaN,0.0588,0.0626,0.0856,0.054,NaN,0.004888034,-0.0221663,NaN,NaN,0.005327738,NaN,NaN,NaN
192101,7.11,0.5058,0.7575,NaN,0.0567,0.0614,0.085,0.0523,NaN,0.004713872,-0.0173917,NaN,NaN,0.001043853,NaN,NaN,NaN
192102,7.06,0.5017,0.715,NaN,0.053,0.0608,0.0842,0.0528,NaN,0.004406942,-0.0320883,NaN,NaN,0.000730934,NaN,NaN,NaN
192103,6.88,0.4975,0.6725,0.636219641,0.0538,0.0608,0.0855,0.0527,NaN,0.004473313,-0.0072728,NaN,NaN,0.002307706,NaN,NaN,NaN
192104,6.91,0.4933,0.63,0.613465699,0.052,0.0606,0.0853,0.0524,NaN,0.004323972,-0.012856,NaN,NaN,0.001656245,NaN,NaN,NaN
192105,7.12,0.4892,0.5875,0.656318083,0.0516,0.0611,0.0852,0.0525,NaN,0.004290781,-0.0186573,NaN,NaN,0.001319421,NaN,NaN,NaN
192106,6.55,0.485,0.545,0.704163623,0.0499,0.0618,0.0856,0.0527,NaN,0.004149711,-0.0056657,NaN,NaN,0.003863826,NaN,NaN,NaN
192107,6.53,0.4808,0.5025,0.704987568,0.046,0.0612,0.0848,0.0526,NaN,0.003826005,0.0018921,NaN,NaN,0.001760492,NaN,NaN,NaN
192108,6.45,0.4767,0.46,0.718223812,0.0475,0.0599,0.0851,0.0522,NaN,0.00395052,0.0037736,NaN,NaN,0.002031115,NaN,NaN,NaN
192109,6.61,0.4725,0.4175,0.678109173,0.0475,0.0593,0.0834,0.0512,NaN,0.00395052,-0.0113638,NaN,NaN,0.00177822,NaN,NaN,NaN
192110,6.7,0.4683,0.375,0.658380003,0.0421,0.0584,0.0834,0.0483,NaN,0.003502194,-0.0019066,NaN,NaN,0.001028969,NaN,NaN,NaN
192111,7.06,0.4642,0.3325,0.623544631,0.0403,0.056,0.0788,0.0464,NaN,0.003352707,-0.0057416,NaN,NaN,0.000987703,NaN,NaN,NaN
192112,7.31,0.46,0.29,0.596534654,0.039,0.055,0.0761,0.0447,NaN,0.00324473,-0.0057748,NaN,NaN,0.000510636,NaN,NaN,NaN
192201,7.3,0.4642,0.3233,0.592865929,0.039,0.0534,0.077,0.0445,NaN,0.00324473,-0.0214642,NaN,NaN,0.001056518,NaN,NaN,NaN
192202,7.46,0.4683,0.3567,0.564006553,0.0381,0.0529,0.0755,0.045,NaN,0.00316997,-0.0019743,NaN,NaN,0.000619567,NaN,NaN,NaN
192203,7.74,0.4725,0.39,0.521055587,0.0355,0.0523,0.0745,0.0441,NaN,0.002953966,-0.0119286,NaN,NaN,0.0006925,NaN,NaN,NaN
192204,8.21,0.4767,0.4233,0.504731861,0.0321,0.0515,0.0714,0.0428,NaN,0.002671429,0,NaN,NaN,0.001094097,NaN,NaN,NaN
192205,8.53,0.4808,0.4567,0.485203388,0.0325,0.0513,0.0689,0.0426,NaN,0.002704672,0,NaN,NaN,0.000803283,NaN,NaN,NaN
192206,8.45,0.485,0.49,0.499300549,0.0325,0.0508,0.0697,0.0424,NaN,0.002704672,0.001998,NaN,NaN,0.001743565,NaN,NaN,NaN
192207,8.51,0.4892,0.5233,0.47810407,0.032,0.05,0.0689,0.0414,NaN,0.002663117,0.001994,NaN,NaN,0.001476081,NaN,NaN,NaN
192208,8.83,0.4933,0.5567,0.460408811,0.0313,0.0496,0.0685,0.0412,NaN,0.002604938,-0.0100101,NaN,NaN,0.000988286,NaN,NaN,NaN
192209,9.06,0.4975,0.59,0.477759473,0.0334,0.0493,0.0675,0.0419,NaN,0.002779467,0.0020101,NaN,NaN,0.001352261,NaN,NaN,NaN
192210,9.26,0.5017,0.6233,0.482780148,0.0371,0.0497,0.0678,0.043,NaN,0.003086897,0.006006,NaN,NaN,0.001696363,NaN,NaN,NaN
192211,8.8,0.5058,0.6567,0.490227153,0.0366,0.0509,0.0698,0.0433,NaN,0.003045358,0.0039841,NaN,NaN,0.002435211,NaN,NaN,NaN
192212,8.78,0.51,0.69,0.472649486,0.0365,0.0508,0.0702,0.0432,NaN,0.00303705,0.0039683,NaN,NaN,0.000755369,NaN,NaN,NaN
192301,8.9,0.5117,0.7142,0.476239351,0.0366,0.0504,0.0698,0.0432,NaN,0.003045358,-0.0039683,NaN,NaN,0.000580406,NaN,NaN,NaN
192302,9.28,0.5133,0.7383,0.446583253,0.0365,0.0507,0.0697,0.0433,NaN,0.00303705,-0.0019901,NaN,NaN,0.000475524,NaN,NaN,NaN
192303,9.43,0.515,0.7625,0.50209205,0.0412,0.0513,0.0709,0.0438,NaN,0.003427453,0.0039761,NaN,NaN,0.000561,NaN,NaN,NaN
192304,9.1,0.5167,0.7867,0.524496849,0.0413,0.0522,0.0717,0.0439,NaN,0.003435758,0.0039604,NaN,NaN,0.000977805,NaN,NaN,NaN
192305,8.67,0.5183,0.8108,0.529067979,0.0395,0.0516,0.0717,0.0437,NaN,0.003286261,0.0019743,NaN,NaN,0.002756796,NaN,NaN,NaN
192306,8.34,0.52,0.835,0.583710407,0.0384,0.0515,0.0721,0.0434,NaN,0.003194891,0.0058997,NaN,NaN,0.002968947,NaN,NaN,NaN
192307,8.06,0.5217,0.8592,0.593717639,0.0391,0.0514,0.0734,0.0434,NaN,0.003253037,0.0097562,NaN,NaN,0.002372374,NaN,NaN,NaN
192308,8.1,0.5233,0.8833,0.552107854,0.0386,0.0508,0.0738,0.0435,NaN,0.003211504,-0.0038911,NaN,NaN,0.000970882,NaN,NaN,NaN
192309,8.15,0.525,0.9075,0.586563601,0.0401,0.0512,0.0738,0.0436,NaN,0.003336096,0.0058309,NaN,NaN,0.00122064,NaN,NaN,NaN
192310,8.03,0.5267,0.9317,0.58285327,0.0422,0.0511,0.0746,0.044,NaN,0.003510498,0.0019361,NaN,NaN,0.001633435,NaN,NaN,NaN
192311,8.27,0.5283,0.9558,0.558804419,0.0394,0.0509,0.074,0.0437,NaN,0.003277955,0.0019324,NaN,NaN,0.000598434,NaN,NaN,NaN
192312,8.55,0.53,0.98,0.540201005,0.0388,0.0509,0.0738,0.0435,NaN,0.003228117,0,NaN,NaN,0.000580665,NaN,NaN,NaN
192401,8.83,0.5317,0.9758,0.51261673,0.0376,0.0509,0.0724,0.043,NaN,0.003128435,-0.0019324,NaN,NaN,0.000747512,NaN,NaN,NaN
192402,8.87,0.5333,0.9717,0.530754989,0.0354,0.0509,0.0714,0.0428,NaN,0.002945657,-0.003876,NaN,NaN,0.001519486,NaN,NaN,NaN
192403,8.7,0.535,0.9675,0.594559725,0.0357,0.051,0.0708,0.0428,NaN,0.002970583,-0.0058423,NaN,NaN,0.000775929,NaN,NaN,NaN
192404,8.5,0.5367,0.9633,0.610173232,0.0338,0.0508,0.0703,0.0423,NaN,0.002812707,-0.0039139,NaN,NaN,0.001094775,NaN,NaN,NaN
192405,8.47,0.5383,0.9592,0.61512792,0.0229,0.0504,0.0697,0.0415,NaN,0.001906515,0,NaN,NaN,0.00073527,NaN,NaN,NaN
192406,8.63,0.54,0.955,0.57383003,0.0244,0.0499,0.0682,0.0398,NaN,0.002031269,0,NaN,NaN,0.000764676,NaN,NaN,NaN
192407,9.03,0.5417,0.9508,0.541413746,0.0192,0.0495,0.0667,0.0394,NaN,0.001598721,0.0019589,NaN,NaN,0.000377282,NaN,NaN,NaN
192408,9.34,0.5433,0.9467,0.53101594,0.019,0.0495,0.0669,0.0391,NaN,0.001582081,-0.0019589,NaN,NaN,0.000693724,NaN,NaN,NaN
192409,9.25,0.545,0.9425,0.536060489,0.0214,0.0495,0.0673,0.0392,NaN,0.001781745,0.0039139,NaN,NaN,0.000869972,NaN,NaN,NaN
192410,9.13,0.5467,0.9383,0.531424178,0.0241,0.0492,0.0662,0.0387,NaN,0.002006319,0.0038986,NaN,NaN,0.001126158,NaN,NaN,NaN
192411,9.64,0.5483,0.9342,0.497749775,0.0258,0.0494,0.0654,0.039,NaN,0.002147692,0.0038835,NaN,NaN,0.000951055,NaN,NaN,NaN
192412,10.16,0.55,0.93,0.45888308,0.0257,0.0495,0.0646,0.0396,NaN,0.002139377,0.0019361,NaN,NaN,0.001065724,NaN,NaN,NaN
192501,10.58,0.5542,0.9567,0.447809539,0.0261,0.0495,0.0644,0.0396,NaN,0.002172638,0.0019324,NaN,NaN,0.001054162,NaN,NaN,NaN
192502,10.67,0.5583,0.9833,0.452388744,0.0262,0.0495,0.0636,0.0395,NaN,0.002180953,-0.0038685,NaN,NaN,0.001055541,NaN,NaN,NaN
192503,10.39,0.5625,1.01,0.52248394,0.0278,0.0491,0.0636,0.0396,NaN,0.002313987,0.0019361,NaN,NaN,0.002953295,NaN,NaN,NaN
192504,10.28,0.5667,1.037,0.508290976,0.0278,0.0487,0.0641,0.0393,NaN,0.002313987,-0.0019361,NaN,NaN,0.000746206,NaN,NaN,NaN
192505,10.61,0.5708,1.063,0.469411312,0.0273,0.0483,0.063,0.0387,NaN,0.002272416,0.0038685,NaN,NaN,0.000520323,NaN,NaN,NaN
192506,10.8,0.575,1.09,0.465613312,0.0286,0.0483,0.0618,0.0379,NaN,0.002380498,0.0115164,NaN,NaN,0.000841607,NaN,NaN,NaN
192507,11.1,0.5792,1.117,0.455870264,0.0306,0.0487,0.062,0.0379,NaN,0.002546754,0.0132703,NaN,NaN,0.00037749,NaN,NaN,NaN
192508,11.25,0.5833,1.143,0.432072532,0.0301,0.049,0.0624,0.0385,NaN,0.002505193,0,NaN,NaN,0.000543903,NaN,NaN,NaN
192509,11.51,0.5875,1.17,0.425205632,0.0317,0.0487,0.062,0.0385,NaN,0.002638184,-0.0037736,NaN,NaN,0.001456289,NaN,NaN,NaN
192510,11.89,0.5917,1.197,0.391904915,0.0353,0.0485,0.0617,0.0382,NaN,0.002937348,0.0037736,NaN,NaN,0.000747531,NaN,NaN,NaN
192511,12.26,0.5958,1.223,0.403759598,0.0365,0.0484,0.0617,0.0379,NaN,0.00303705,0.0168071,NaN,NaN,0.002719478,NaN,NaN,NaN
192512,12.46,0.6,1.25,0.389378271,0.0351,0.0485,0.0615,0.038,NaN,0.002920731,-0.005571,NaN,NaN,0.000512682,NaN,NaN,NaN
192601,12.74,0.6075,1.249,0.387670798,0.0349,0.0482,0.0609,0.0374,NaN,0.002904112,0,0.0138,0.0072,0.000980061,NaN,-0.0011,-0.0034
192602,12.18,0.615,1.248,0.394362555,0.0318,0.0477,0.0602,0.0372,NaN,0.002646495,-0.0037313,0.0063,0.0045,0.001150644,NaN,-0.0336,-0.0382
192603,11.46,0.6225,1.248,0.494090844,0.0314,0.0479,0.0605,0.0371,NaN,0.002613249,-0.0056233,0.0041,0.0084,0.006248304,NaN,-0.0579,-0.0622
192604,11.72,0.63,1.247,0.482916986,0.0308,0.0474,0.0598,0.0368,NaN,0.002563378,0.0093546,0.0076,0.0097,0.001636582,NaN,0.0385,0.0348
192605,11.81,0.6375,1.246,0.483859723,0.0317,0.0471,0.0586,0.0369,NaN,0.002638184,-0.0056023,0.0014,0.0044,0.000856224,NaN,0.0132,0.0087
192606,12.32,0.645,1.245,0.453476215,0.0293,0.0472,0.058,0.0368,NaN,0.002438691,-0.0075188,0.0038,0.0004,0.000789374,NaN,0.0564,0.0502
192607,12.88,0.6525,1.244,0.43326258,0.0311,0.0471,0.0579,0.037,NaN,0.002588314,-0.0094787,0.0004,0.0057,0.000758713,NaN,0.0404,0.0381
192608,13.1,0.66,1.243,0.427050643,0.0327,0.0472,0.0581,0.0373,NaN,0.002721294,-0.0057307,0,0.0044,0.001209932,NaN,0.0299,0.0258
192609,13.4,0.6675,1.242,0.43871294,0.0342,0.0472,0.0579,0.0372,NaN,0.002845946,0.0057307,0.0038,0.0057,0.001079388,NaN,0.0134,0.0091
192610,12.98,0.675,1.242,0.460334306,0.0358,0.0471,0.0581,0.0367,NaN,0.002978892,0.0038023,0.0102,0.0097,0.002593299,NaN,-0.0301,-0.0324
192611,13.27,0.6825,1.241,0.443308847,0.0335,0.0468,0.0577,0.0358,NaN,0.002787777,0.0037879,0.016,0.0057,0.000579549,NaN,0.027,0.0194
192612,13.49,0.69,1.24,0.441475827,0.0307,0.0468,0.0568,0.0354,0.075788372,0.002555066,0,0.0078,0.0056,0.000603801,NaN,0.0261,0.0203
192701,13.21,0.6967,1.229,0.443705645,0.0323,0.0466,0.0561,0.0351,0.073564221,0.002688051,-0.0075902,0.0075,0.0056,0.000551205,NaN,-0.0026,-0.0053
192702,13.84,0.7033,1.218,0.428500864,0.0329,0.0467,0.0559,0.0347,0.071755598,0.002737915,-0.0076482,0.0088,0.0069,0.000345568,NaN,0.0458,0.0408
192703,13.93,0.71,1.208,0.469765117,0.032,0.0462,0.0554,0.0331,0.056557721,0.002663117,-0.0057748,0.0253,0.0083,0.001103359,NaN,0.0073,0.0026
192704,14.17,0.7167,1.197,0.45675413,0.0339,0.0458,0.0548,0.0333,0.06120397,0.002821017,0,-0.0005,0.0055,0.000619553,NaN,0.0133,0.0112
192705,14.91,0.7233,1.186,0.434782609,0.0333,0.0457,0.055,0.0327,0.057526608,0.002771157,0.0076923,0.0109,-0.0011,0.000481267,NaN,0.0632,0.0579
192706,14.77,0.73,1.175,0.452385249,0.0307,0.0458,0.0555,0.0334,0.058026953,0.002555066,0.009533,-0.0069,0.0043,0.001067731,NaN,-0.0199,-0.0253
192707,15.73,0.7367,1.164,0.414553473,0.0296,0.046,0.0555,0.0333,0.056059785,0.002463629,-0.0191577,0.005,0.0003,0.00046281,NaN,0.0792,0.0764
192708,16.43,0.7433,1.153,0.396227409,0.027,0.0456,0.0548,0.0329,0.047204229,0.002247473,-0.0058196,0.0076,0.0083,0.001462854,NaN,0.036,0.0313
192709,17.14,0.75,1.143,0.380586062,0.0268,0.0454,0.0542,0.033,0.087270618,0.002230843,0.0058196,0.0018,0.0149,0.001283591,NaN,0.053,0.0491
192710,16.23,0.7567,1.132,0.413800693,0.0308,0.0451,0.0538,0.0325,0.087119974,0.002563378,0.0057859,0.0099,0.0055,0.002190786,NaN,-0.047,-0.0491
192711,17.33,0.7633,1.121,0.379395591,0.0304,0.0449,0.0535,0.032,0.074660299,0.00253013,-0.0019249,0.0097,0.0068,0.001030462,NaN,0.0704,0.0642
192712,17.66,0.77,1.11,0.37468859,0.0317,0.0446,0.0532,0.0316,0.06936467,0.002638184,-0.0019286,0.0072,0.0068,0.000674177,NaN,0.0192,0.0143
192801,17.57,0.7767,1.133,0.378669621,0.0331,0.0446,0.0535,0.0321,0.051893753,0.002754536,-0.0019324,-0.0036,0.0027,0.000938562,NaN,-0.0074,-0.0094
192802,17.26,0.7833,1.155,0.386076599,0.0333,0.0446,0.0533,0.0318,0.047540078,0.002771157,-0.0097182,0.0061,0.0068,0.000769937,NaN,-0.0122,-0.0163
192803,19.13,0.79,1.177,0.363254838,0.0327,0.0446,0.0532,0.0317,0.044086685,0.002721294,0,0.0045,0.0041,0.001581534,NaN,0.106,0.1019
192804,19.75,0.7967,1.2,0.368095261,0.0362,0.0446,0.0533,0.0319,0.038282329,0.003012126,0.0019512,-0.0004,0.0014,0.001711572,NaN,0.0349,0.0329
192805,20,0.8033,1.222,0.354396979,0.039,0.0449,0.0542,0.0327,0.038801854,0.00324473,0.0058309,-0.0077,-0.0078,0.002230404,NaN,0.0126,0.0077
192806,19.19,0.81,1.245,0.370299948,0.0392,0.0457,0.0555,0.0326,0.039788854,0.003261343,-0.0077821,0.0041,-0.0024,0.003920566,NaN,-0.0343,-0.0387
192807,19.43,0.8167,1.268,0.360648148,0.0412,0.0461,0.0558,0.0344,0.047306478,0.003427453,0,-0.0217,-0.001,0.001803805,NaN,0.0105,0.0087
192808,20.87,0.8233,1.29,0.324029783,0.0436,0.0464,0.0561,0.0341,0.046112741,0.003626749,0.0019512,0.0076,0.0083,0.001446514,NaN,0.0702,0.0655
192809,21.37,0.83,1.312,0.32816581,0.0457,0.0461,0.0559,0.0346,0.012454628,0.0038011,0.007767,-0.0041,0.003,0.000771632,NaN,0.0217,0.0193
192810,21.68,0.8367,1.335,0.308930838,0.047,0.0461,0.0558,0.0336,0.018810003,0.003909017,-0.0019361,0.0158,0.0083,0.000801469,NaN,0.0146,0.0128
192811,24.28,0.8433,1.357,0.265525939,0.0426,0.0458,0.0555,0.0338,0.025796696,0.003543714,-0.0019399,0.0003,-0.0036,0.001622572,NaN,0.1225,0.1162
192812,24.35,0.85,1.38,0.259666667,0.0426,0.0461,0.056,0.034,0.031173008,0.003543714,-0.0038911,0.0004,0.0084,0.004352435,NaN,0.0063,0.0029
192901,25.74,0.86,1.399,0.245346603,0.0466,0.0462,0.0563,0.0349,0.052211015,0.003875813,-0.0019512,-0.009,0.0043,0.001983744,NaN,0.0542,0.0526
192902,25.59,0.87,1.418,0.2454239,0.0439,0.0466,0.0566,0.0363,0.056176873,0.003651658,-0.001955,-0.0157,0.003,0.002973585,NaN,-0.0034,-0.0067
